True,iforestPythonScore
0,0.440825658340143
1,0.4460516406390194
2,0.4711708531114136
3,0.40002191647216656
4,0.42461330499887573
5,0.46240962340712816
6,0.40250638711637965
7,0.4610935717770058
8,0.38600008652363454
9,0.43562716712253263
10,0.42497844792532635
11,0.4187993503242103
12,0.5115878258245568
13,0.43649961056068237
14,0.38128535606471203
15,0.4453783412238114
16,0.44033886769644254
17,0.4237465741213182
18,0.4054101918636745
19,0.4114289469147213
20,0.5230946238683097
21,0.47131418532999325
22,0.39528519823491975
23,0.3972029751341535
24,0.4313263590974029
25,0.4967539281174021
26,0.3875369282653787
27,0.5156160988482181
28,0.5540204710846603
29,0.3956539385493451
30,0.4609616717435213
31,0.45552476345139
32,0.4257907878302552
33,0.41624873655705164
34,0.4413191202810458
35,0.42232904058952203
36,0.4522796654950331
37,0.44974744756337914
38,0.4346450833869322
39,0.4223368719020973
40,0.37791691699908664
41,0.425509636896406
42,0.3952637878205887
43,0.38640704686213434
44,0.4242973052392415
45,0.4174717577352283
46,0.42208588489597665
47,0.4424014015419435
48,0.4071830349797623
49,0.44979338177810535
50,0.42919241339699166
51,0.5168670445300693
52,0.46865831024081567
53,0.41324558121063504
54,0.4322409673188568
55,0.4519710995876016
56,0.5313871753958935
57,0.4027555360755066
58,0.45992110434828803
59,0.4019370865179337
60,0.5093922634941869
61,0.40949797883797534
62,0.4303030298383115
63,0.5140917426694432
64,0.46177748232680277
65,0.43242945169654656
66,0.43306524631304316
67,0.39025201462030085
68,0.5418973224771249
69,0.4571756596993286
70,0.4194700813894635
71,0.4377673993883464
72,0.38119328966928434
73,0.42296745403719893
74,0.43399978050043203
75,0.45309114300925485
76,0.44870123999449957
77,0.39539736006290466
78,0.39054423552230344
79,0.42947157960187415
80,0.45192076747822363
81,0.45318134755183054
82,0.49279400825291286
83,0.4358573414749342
84,0.4610303681730829
85,0.4248484864633575
86,0.48582184529782724
87,0.42551576154668586
88,0.4991831704743747
89,0.47786002941744665
90,0.42654277846707805
91,0.44684807363529866
92,0.39842432331703376
93,0.43280683624134647
94,0.41951313806420926
95,0.4516992350309203
96,0.39966856477819646
97,0.43573759003374624
98,0.41843160818222164
99,0.38818568223523137
100,0.4120798610356926
101,0.44262614268201833
102,0.386496789822283
103,0.4054145683174688
104,0.38855998005891107
105,0.3993823786137202
106,0.44612004986245574
107,0.4494419697230863
108,0.5233472676876577
109,0.44628468816328304
110,0.42957401399697914
111,0.5562828390789517
112,0.38012583991290316
113,0.4073334674625253
114,0.5035100054583971
115,0.4117806524730126
116,0.4207054640062843
117,0.4989395653620184
118,0.4457908439335302
119,0.5060524988929789
120,0.5149868257370099
121,0.568250936283474
122,0.44766103660542694
123,0.4468244848625557
124,0.3820009408762281
125,0.4297922648679482
126,0.44372120139683763
127,0.4484495186766334
128,0.3959272673447477
129,0.42759112792600523
130,0.43097961185233863
131,0.4394668992479889
132,0.3959687466179688
133,0.3948128126366522
134,0.4490325673267222
135,0.4654423027913192
136,0.43227496099110185
137,0.40485730777149087
138,0.4665884432663288
139,0.41828161252534546
140,0.4019060511967942
141,0.4202658083393815
142,0.41440237525028534
143,0.44105132731560426
144,0.42083225450274764
145,0.44781255068484893
146,0.44384311328797
147,0.4274030532496571
148,0.40593719931309036
149,0.48657367222959613
150,0.4255580634182781
151,0.43742559274334425
152,0.382930358211252
153,0.39753728851931136
154,0.4431082161721482
155,0.42430857256136567
156,0.49162524203054964
157,0.45831588535101375
158,0.43873073961527187
159,0.461023944601131
160,0.4191534963745717
161,0.4857233762050631
162,0.41738911651818356
163,0.4190236541513694
164,0.49843303554320606
165,0.42569488386442217
166,0.41188886312427886
167,0.42002490029903783
168,0.425347055943253
169,0.44423196928149183
170,0.4240099393215208
171,0.47185375465247714
172,0.4498363757529047
173,0.40774499556234683
174,0.37894435584245983
175,0.4351150073129135
176,0.4124192820495361
177,0.39044549057954764
178,0.4820353911616371
179,0.48490460104505695
180,0.39022696470606094
181,0.48159767510237445
182,0.43309632968485673
183,0.4039159930886199
184,0.38953706599911686
185,0.4797985505548888
186,0.43477644491248796
187,0.5354376488650766
188,0.4412827423654039
189,0.4804120254944547
190,0.46954478062323735
191,0.43379850190097785
192,0.44947693602417305
193,0.47212148573730206
194,0.44341176486253436
195,0.40702995147089166
196,0.4852244093508211
197,0.41902291498841093
198,0.48086627792137004
199,0.4429760049389298
200,0.39611908977322796
201,0.3995790504302253
202,0.42745512957966264
203,0.4750398568475897
204,0.4143055312701322
205,0.39636429329722256
206,0.5244443195620754
207,0.465366001787298
208,0.38366353491601735
209,0.5230388081216665
210,0.42294841749102635
211,0.38378633639226634
212,0.3913859096189384
213,0.5053233756217832
214,0.4819617686820041
215,0.4596879898651754
216,0.44288137206971345
217,0.40767230368213864
218,0.4500714698622796
219,0.45268138875136527
220,0.5259217544467969
221,0.47440636316656115
222,0.5095553111601048
223,0.428560690910249
224,0.422977515285501
225,0.4770011570346767
226,0.42932525871490246
227,0.3961287570528097
228,0.4533630877976146
229,0.5566046456743766
230,0.4120146774017154
231,0.3860363924340067
232,0.4116561211176005
233,0.46375579778797016
234,0.46071934547948395
235,0.4561349832720997
236,0.455755684554215
237,0.4198218758309808
238,0.4328218747071305
239,0.431866077735469
240,0.3960427687587923
241,0.48269691802644704
242,0.4865064787642736
243,0.4232656398823232
244,0.4901068878758766
245,0.43632950297767076
246,0.4970714745633619
247,0.3937297785235407
248,0.40688307142823615
249,0.5415347750510642
250,0.4503934166991577
251,0.39465395121466545
252,0.4587317108239243
253,0.5322101690023064
254,0.43970857037582695
255,0.4845370675391496
256,0.4033347724223486
257,0.4349543889655125
258,0.39060024573067303
259,0.43320766395472676
260,0.4446738675632237
261,0.4448884339486028
262,0.4748638894109283
263,0.43551654752135405
264,0.4210317448421112
